,agency_name,agency_url,award_number,award_title,res_id,res_title
252,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,5308027ae2f54be69aff8554a1193a02,iUTAH GAMUT Network Raw Data at Timpanogos Canal below Jordanelle Reservoir (PR_TC_CUWCD)
253,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,7862ec8fdd5c4ac0a77852eca663ddff,iUTAH GAMUT Network Raw Data at Red Butte Reservoir (RB_RBR_CUWCD)
254,NSF ,,#EPS-1101342 ,EPSCoR Cooperative Agreement ,764a2568364a492183e548e7b0819551,"Terrain Metrics, Soil Characteristics, and Seasonal Methane Flux at TCEF, 2013."
255,Texas Advanced Computing Center (TACC),https://www.tacc.utexas.edu/,,,f42f1387d7d54d7a9228888381d7c30e,Spatial-temporal statistics of daily precipitation data from the NLDAS model (1979-2013)
256,National Science Foundation,https://www.nsf.gov/,EAR-1331408,"Transformative Behavior of Energy, Water and Carbon in the Critical Zone II: Interactions between Long- and Short-term Processes that Control Delivery of Critical Zone Services",28639de860f74340a3549735abb7b0c6,"Water chemistry for La Jara Creek and nearby springs in the Jemez River Basin Critical Zone Observatory, Valles Caldera Preserve, New Mexico (2010-2013)"
257,National Science Foundation ,https://www.nsf.gov/,1446870,Division of Earth Sciences,1c62269aa802467688d25540caf2467e,MODIS MOD10A2 derived snow persistence and no data index for the western U.S.
258,National Science Foundation,https://www.nsf.gov/awardsearch/showAward?AWD_ID=1148453,ACI 1148453 and ACI-1148090,Collaborative Research: SI2-SSI: An Interactive Software Infrastructure for Sustaining Collaborative Community Innovation in the Hydrologic Sciences ,d7b7f9d5c7e0411683b76ef45c6bf0d8,Logan 10 m Terrain Analysis
259,National Science Foundation,https://www.nsf.gov/awardsearch/showAward?AWD_ID=1552444,1552444,CAREER: Cyberinfrastructure for Intelligent Water Supply (CIWS): Shrinking Big Data for Sustainable Urban Water,d5ba5d65348f4c4088bc0e4d1b9c8291,"Measuring Water Use, Conservation, and Differences by Gender  Using an Inexpensive, High Frequency Metering System"
260,NASA,https://earthdata.nasa.gov/community/community-data-system-programs/access-projects/bridging-the-digital-divide,,ROSES NNH11ZDA001N-ACCESS: Bridging the Digital Divide,7f0392828f01467386102ae4b52c3b5a,Spatial-temporal statistics of monthly soil moisture data from the NLDAS model (1979-2013)
261,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,c410ec78d23143268642e2298e884a9b,iUTAH GAMUT Network Raw Data at Harbor Drive Advanced Aquatic (PR_HD_AA)
262,National Science Foundation,https://www.nsf.gov/awardsearch/showAward?AWD_ID=1135482,1135482,"Collaborative Research: CI-WATER, Cyberinfrastructure to Advance High Performance Water Resource Modeling",d5ba5d65348f4c4088bc0e4d1b9c8291,"Measuring Water Use, Conservation, and Differences by Gender  Using an Inexpensive, High Frequency Metering System"
263,Texas Advanced Computing Center (TACC),https://www.tacc.utexas.edu/,,,7f0392828f01467386102ae4b52c3b5a,Spatial-temporal statistics of monthly soil moisture data from the NLDAS model (1979-2013)
264,Utah Water Research Laboratory,http://uwrl.usu.edu,,,d5ba5d65348f4c4088bc0e4d1b9c8291,"Measuring Water Use, Conservation, and Differences by Gender  Using an Inexpensive, High Frequency Metering System"
265,Utah State University Sustainability Office,https://sustainability.usu.edu/getinvolved/blue-goes-green-grants/,,Blue Goes Green Grant,d5ba5d65348f4c4088bc0e4d1b9c8291,"Measuring Water Use, Conservation, and Differences by Gender  Using an Inexpensive, High Frequency Metering System"
266,iUTAH,http://iutahepscor.org/,,,72fa9b3835264b11b8661f2655997346,Numerical Simulation of Evaporation Process in Stony Soil
267,National Science Foundation,https://www.nsf.gov/awardsearch/showAward?AWD_ID=0610075,CBET-0610075,"Tools for Environmental Observatory Design and Implementation: Sensor Networks, Dynamic Bayesian Nutrient Flux Modeling, and Cyberinfrastructure Advancement",050fe4b2fea64e90b3cb37289b3bc4e8,"Streamflow Data for the South Fork Little Bear River, UT"
268,Lake Champlain Basin Program grant,,,,dcd7fbf3f3d846269eb17d4aa3819033,Gabrielle_Example
269,Joint Fire Sciences,,,,0ddbdb4bd282436da9e4f3c032b30971,Illilouette Creek Basin Weather Station B
270,Joint Fire Sciences,,,,9a00756fa3ee4a82872ffcd0cd40c3be,Illilouette Creek Basin Weather Station C
271,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,fe3e2702b5ee42f886d8e3ccd8f9fccd,iUTAH GAMUT Network Raw Data at Provo River at Upper Midway Central Utah Water Conservancy District Gage (PR_UM_CUWCD)
272,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,058d173af80a4784b471d29aa9ad7257,iUTAH GAMUT Network Raw Data at Lower Knowlton Fork Aquatic (RB_LKF_A)
273,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,eb299c6172564815a41ded226e37e5ef,iUTAH GAMUT Network Raw Data at River Heights Bridge Storm Drain (LR_RH_SD)
274,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,26c778e0836e4337af3cb4e10088a4fe,iUTAH GAMUT Network Raw Data at Beaver Divide Climate (PR_BD_C)
275,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,621def8615a54f7380ca24f67c99eee9,iUTAH GAMUT Network Raw Data at Cottams Grove Basic Aquatic (RB_CG_BA)
276,NSF,,,,2610b5c20e9049b4b6d8c11505d931b5,CSDMS Landlab Models Clinic 2017
277,Department of Energy,http://science.doe.gov,DE-SC-001-0624,Confronting models with regional CO2 observations,64e1c0f40d124b1c9d342ce421c2f7be,"Carbon and oxygen isotope ratios of atmospheric carbon dioxide in the Salt Lake Valley, Utah, 2001-2011"
278,Natural Sciences and Engineering Research Council of Canada,,362718-2008,"NSERC PGS-D3, PhD scholarship, K. Clark",5f432a520370472683b543d493f136d1,"Kosñipata River discharge at San Pedro and Wayqecha, Peru (Clark et al. 2014)"
279,Natural Sciences and Engineering Research Council of Canada,,,PhD Scholarship K. Clark,90487bcf16e44c62a677ae33ef95e968,"Landslides Kosñipata Valley, Peru (Clark et al. 2016)"
280,Natural Sciences and Engineering Research Council of Canada,,,PhD Scholarship K. Clark,bdb9c4b4788d4141845947c81e5cceba,"Landsat topographic shadow, Kosñipata Valley, Peru (Clark et al. 2016)"
281,National Science Foundation,https://www.nsf.gov/awardsearch/showAward?AWD_ID=1208732,OIA – 1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,6818053e1a27444da0a3c977dba3d7b0,CELLulose Decomposition EXperiment (CELLDEX) - Utah
282,Clarendon Fund,,,PhD Scholarship K. Clark,5f432a520370472683b543d493f136d1,"Kosñipata River discharge at San Pedro and Wayqecha, Peru (Clark et al. 2014)"
283,Clarendon Fund,,,PhD Scholarship K. Clark,90487bcf16e44c62a677ae33ef95e968,"Landslides Kosñipata Valley, Peru (Clark et al. 2016)"
284,Clarendon Fund,,,PhD Scholarship K. Clark,bdb9c4b4788d4141845947c81e5cceba,"Landsat topographic shadow, Kosñipata Valley, Peru (Clark et al. 2016)"
285,NSF ,,1450412," 	Collaborative Research: SI2-SSI: Landlab: A Flexible, Open-Source Modeling Framework for Earth-Surface Dynamics",e2ef34f7cb78436e80709fdb3cadeaa1,Watershed DEM analysis and flood routing
286,National Science Foundation,,NSF-EAR 1227192,A. J. West,5f432a520370472683b543d493f136d1,"Kosñipata River discharge at San Pedro and Wayqecha, Peru (Clark et al. 2014)"
287,National Science Foundation,,NSF-EAR 1227192,A. J. West,90487bcf16e44c62a677ae33ef95e968,"Landslides Kosñipata Valley, Peru (Clark et al. 2016)"
288,National Science Foundation,,NSF-EAR 1227192,A. J. West,bdb9c4b4788d4141845947c81e5cceba,"Landsat topographic shadow, Kosñipata Valley, Peru (Clark et al. 2016)"
289,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,252980b3bff94a1fa2a2ce1de24323d2,iUTAH GAMUT Network Raw Data at Fort Douglas Storm Drain (RB_FortD_SD)
290,Jackson Foundation,,,Y. Malhi,5f432a520370472683b543d493f136d1,"Kosñipata River discharge at San Pedro and Wayqecha, Peru (Clark et al. 2014)"
291,Natural Environment Research Council,,NE/I001719/1,New Investigator Grant: R. G. Hilton,90487bcf16e44c62a677ae33ef95e968,"Landslides Kosñipata Valley, Peru (Clark et al. 2016)"
292,NERC,,NE/I001719/1,New Investigator Grant: R. G. Hilton,bdb9c4b4788d4141845947c81e5cceba,"Landsat topographic shadow, Kosñipata Valley, Peru (Clark et al. 2016)"
293,Earth Cube is awesome ,,,,8b179247f034402195e51a1dcd152d56,Landlab Landsliding Synthetic Recharge - earthcube demo with Brian Mapes
294,European Research Council,,321121,ERC Advanced Investigator Grant: Y. Malhi,5f432a520370472683b543d493f136d1,"Kosñipata River discharge at San Pedro and Wayqecha, Peru (Clark et al. 2014)"
295,Jackson Foundation,,,Y. Malhi,90487bcf16e44c62a677ae33ef95e968,"Landslides Kosñipata Valley, Peru (Clark et al. 2016)"
296,Jackson Foundation,,,Y. Malhi,bdb9c4b4788d4141845947c81e5cceba,"Landsat topographic shadow, Kosñipata Valley, Peru (Clark et al. 2016)"
297,NSF,,,,8767e0b69df443878b2eaa41c8139d46,No Snow No Flow - The 2015 Snow Drought in the Oregon Cascades
298,National Science Foundation,http://www.nsf.gov/awardsearch/showAward.do?AwardNumber=1149297,1149297,Near Optimal Water Management to Improve Environmental and Ecological Decision Making,2d061f70150c4e83b15977a74de9df0b,Blended Near Optimal Tools
299,European Research Council,,GEM-TRAIT,ERC Advanced Investigator Grant: Y. Malhi,90487bcf16e44c62a677ae33ef95e968,"Landslides Kosñipata Valley, Peru (Clark et al. 2016)"
300,ERC,,GEM-TRAIT,European Research Council Advanced Investigator Grant: Y. Malhi,bdb9c4b4788d4141845947c81e5cceba,"Landsat topographic shadow, Kosñipata Valley, Peru (Clark et al. 2016)"
301,National Science Foundation,http://iutahepscor.org/,NSF Award Number 1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,bf05655ba3ed447298d1f726acd88c9e,Salt Lake Valley tap water isotope ratio dataset
302,NASA,https://earthdata.nasa.gov/community/community-data-system-programs/access-projects/bridging-the-digital-divide,,ROSES NNH11ZDA001N-ACCESS: Bridging the Digital Divide,fbc7af608a324a7a9cbbdd415d0a9499,Spatial-temporal statistics of daily surface runoff data from the NLDAS model (1979-2013)
303,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,bddd818ab2074ca9b7335596244b67e4,"iUTAH GAMUT Network Raw Data at USGS Gage 10163000 Provo River at Provo, UT (PR_HD_USGS)"
304,NASA,https://earthdata.nasa.gov/community/community-data-system-programs/access-projects/bridging-the-digital-divide,,ROSES NNH11ZDA001N-ACCESS: Bridging the Digital Divide,3f354dd111f24998b37099ebdf478441,Spatial-temporal statistics of monthly surface runoff data from the NLDAS model (1979-2013)
305,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion  Hydro-sustainability,a80e4fa33a644691a29ab80b8cfc1aae,Aquatic GAMUT Eukaryote Metagenomics
306,Texas Advanced Computing Center (TACC),https://www.tacc.utexas.edu/,,,fbc7af608a324a7a9cbbdd415d0a9499,Spatial-temporal statistics of daily surface runoff data from the NLDAS model (1979-2013)
307,NASA,https://earthdata.nasa.gov/community/community-data-system-programs/access-projects/bridging-the-digital-divide,,ROSES NNH11ZDA001N-ACCESS: Bridging the Digital Divide,fef58369046c4a64a2d7564c4e7e1fd0,Spatial-temporal statistics of monthly evapotranspiration data from the NLDAS model (1979-2013)
308,Texas Advanced Computing Center (TACC),https://www.tacc.utexas.edu/,,,3f354dd111f24998b37099ebdf478441,Spatial-temporal statistics of monthly surface runoff data from the NLDAS model (1979-2013)
309,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion  Hydro-sustainability,c0a1bb39015444ef86ace38ae6c44e77,Aquatic GAMUT Bacterial Community Target Metagenomics-HiSeq
310,National Science Foundation EPSCoR,,IIA 1208732,State of Utah EPSCoR Research Infrastructure Improvement Award,887398c4a5ea4a5a8506e53b5bdd908b,2014 Utah Cities Water Use Data
311,Texas Advanced Computing Center (TACC),https://www.tacc.utexas.edu/,,,fef58369046c4a64a2d7564c4e7e1fd0,Spatial-temporal statistics of monthly evapotranspiration data from the NLDAS model (1979-2013)
312,NASA,https://earthdata.nasa.gov/community/community-data-system-programs/access-projects/bridging-the-digital-divide,,ROSES NNH11ZDA001N-ACCESS: Bridging the Digital Divide,ff2a6f87817544a08c82ebcf119bae80,Spatial-temporal statistics of daily evapotranspiration data from the NLDAS model (1979-2013)
313,National Science Foundation,,1336725,CBET Environmental Sustainability Program,3a925bd4a5784a38944b1e8b51224de1,Regional landslide hazard using Landlab - NOCA Observatory
314,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,bb680a794080450ab7148f0f2e61e9d5,iUTAH GAMUT Network Raw Data at Connor Road Storm Drain (RB_CR_SD)
315,NASA,https://earthdata.nasa.gov/community/community-data-system-programs/access-projects/bridging-the-digital-divide,,ROSES NNH11ZDA001N-ACCESS: Bridging the Digital Divide,fc00c8eaa0944a4a98ea2ddbfe54320e,Spatial-temporal statistics of monthly precipitation data from the NLDAS model (1979-2013)
316,Texas Advanced Computing Center (TACC),https://www.tacc.utexas.edu/,,,ff2a6f87817544a08c82ebcf119bae80,Spatial-temporal statistics of daily evapotranspiration data from the NLDAS model (1979-2013)
317,National Science Foundation,https://www.nsf.gov,1351361,CAREER:Integrated Research & Education In Stochastic Systems-Based Watershed Management & Water Safety (SWMS),e0cdf34ff75a4ead8f6bd4b3d5eff7ee,Controllability of Surface Water Networks - AGU2016 Presentation
318,NSF ,,1450412," 	Collaborative Research: SI2-SSI: Landlab: A Flexible, Open-Source Modeling Framework for Earth-Surface Dynamics",cf202f0ec2604317a6a9d79a217353b6,Watershed DEM analysis and flood routing
319,Texas Advanced Computing Center (TACC),https://www.tacc.utexas.edu/,,,fc00c8eaa0944a4a98ea2ddbfe54320e,Spatial-temporal statistics of monthly precipitation data from the NLDAS model (1979-2013)
320,University of Florida,,,,84d86759383b470d9bbd57b702806d89,UF-Hydrobase
321,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,,,,9384607f8eb349d681061ec485380879,Concentrations of bacteria  in storm water runoff
322,Lake Champlain Basin Program,,,,9d145f6699624985925445120ac35ca4,2010-2012: Fish Passage and Connectivity in the Ausable River Watershed using GIS Prioritization and Field Assessment Tools
323,NASA,https://earthdata.nasa.gov/community/community-data-system-programs/access-projects/bridging-the-digital-divide,,ROSES NNH11ZDA001N-ACCESS: Bridging the Digital Divide,ba64d962eb6c460abc9a8628946df116,Spatial-temporal statistics of monthly temperature data from the NLDAS model (1979-2013)
324,NSF,https://www.nsf.gov/awardsearch/showAward?AWD_ID=1450412,1450412," Collaborative Research: SI2-SSI: Landlab: A Flexible, Open-Source Modeling Framework for Earth-Surface Dynamics",d0860ddac0364b7089cc8d7be6476d3d,Cellular Automaton Vegetation with Gridded Meteorology
325,National Science Foundation,,1208732,,9384607f8eb349d681061ec485380879,Concentrations of bacteria  in storm water runoff
326,United States Environmental Protection Agency,,,,9d145f6699624985925445120ac35ca4,2010-2012: Fish Passage and Connectivity in the Ausable River Watershed using GIS Prioritization and Field Assessment Tools
327,Texas Advanced Computing Center (TACC),https://www.tacc.utexas.edu/,,,ba64d962eb6c460abc9a8628946df116,Spatial-temporal statistics of monthly temperature data from the NLDAS model (1979-2013)
328,National Science Foundation,,1336725,CBET Environmental Sustainability Program,a5b52c0e1493401a815f4e77b09d352b,Regional landslide hazard using Landlab - NOCA Data
329,Arizona Geological Survey,http://azgs.az.gov,,,165233aff4324baaabb6959cbf61d0d4,Sonora AZGS field trip scouting tracks
330,National Science Foundation,https://www.nsf.gov/awardsearch/showAward?AWD_ID=1148453, 1148453,Collaborative Research: SI2-SSI: An Interactive Software Infrastructure for Sustaining Collaborative Community Innovation in the Hydrologic Sciences,38002ee4bf594901a29055bdf20b13da,Reproducible Earth-surface modeling with Landlab on HydroShare
331,NASA,https://earthdata.nasa.gov/community/community-data-system-programs/access-projects/bridging-the-digital-divide,,ROSES NNH11ZDA001N-ACCESS: Bridging the Digital Divide,ff2e648104254ee4bcf8db925170ea91,Spatial-temporal statistics of daily temperature data from the NLDAS model (1979-2013)
332,NSF,,,,8134fea01b06408f9c5bdb889a9ba6fa,ISCO Near Tippery July 2016 CaMg
333,National Science Foundation,,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,abc8c54df3f745189ee27f91aedc803f,Microbial Contamination and Die-Off on Crops Irrigated With Reclaimed Wastewater
334,National Science Foundation,https://www.nsf.gov/awardsearch/showAward?AWD_ID=1148090,1148090,Collaborative Research: SI2-SSI: An Interactive Software Infrastructure for Sustaining Collaborative Community Innovation in the Hydrologic Sciences,38002ee4bf594901a29055bdf20b13da,Reproducible Earth-surface modeling with Landlab on HydroShare
335,Texas Advanced Computing Center (TACC),https://www.tacc.utexas.edu/,,,ff2e648104254ee4bcf8db925170ea91,Spatial-temporal statistics of daily temperature data from the NLDAS model (1979-2013)
336,National Science Foundation,https://www.nsf.gov/awardsearch/showAward?AWD_ID=1224638,1224638,Developing a Community Information Model and Supporting Software to Extend Interoperability of Sensor and Sample Based Earth Observations,ff79d7926f6040c9acd004636b4e4d38,ODM2 IPython Notebook Examples
337,National Science Foundation,,NSF Award Number 1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,b76722e15ace46199ce2e2e36b954bb2,SoilGas_Sensordata_Dec2016-July2017_Russell_BYU
338,National Science Foundation,https://www.nsf.gov/awardsearch/showAward?AWD_ID=1047916,1047916, SI2-SSI: CyberGIS Software Integration for Sustained Geospatial Innovation,38002ee4bf594901a29055bdf20b13da,Reproducible Earth-surface modeling with Landlab on HydroShare
339,iUTAH,http://iutahepscor.org/,,,4008884050fd4196aae5e2be2e4bb2c6,Measurement of stony soil water retention curve using HYPROP
340,National Science Foundation,https://www.nsf.gov/awardsearch/showAward?AWD_ID=1224638,1224638,Developing a Community Information Model and Supporting Software to Extend Interoperability of Sensor and Sample Based Earth Observations,95458e53fe7e474f85642d6a711729b6,ODM2: An Information Model and Software Ecosystem for Spatially-Discrete Earth Observations
341,iUtah (NSF),,1208732,Research Catalyst Grant 2013,56590ef7ad844ba1a449cfbe94a93d26,Investigating Anthropogenic Impacts on the Utah Lake-Jordan River Transition Zone Using a Multi-proxy Approach
342,National Science Foundation,https://www.nsf.gov/awardsearch/showAward?AWD_ID=1450412,1450409,"Collaborative Research: SI2-SSI: Landlab: A Flexible, Open-Source Modeling Framework for Earth-Surface Dynamics",38002ee4bf594901a29055bdf20b13da,Reproducible Earth-surface modeling with Landlab on HydroShare
343,NSF EPSCoR ,, IIA 1208732, as part of the State of Utah EPSCoR Research Infrastructure Improvement Award,8379c2859e194c1eb7428dbf60b8e4c1,Community Key Informant
344,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,4f7ce821b0a54cac9ced1edd423e2c06,iUTAH GAMUT Network Raw Data at Green Infrastructure Climate (RB_GIRF_C)
345,National Science Foundation,,1331940, The Eel River Critical Zone Observatory: exploring how the critical zone will mediate watershed currencies and ecosystem response in a changing environment,7881821a5c0e4ae3822b96a59f4bf8b6,"Exploratory Tree Survey (2016 - Eel River Critical Zone Observatory - Sagehorn - Central Belt Melange, Franciscan Complex, Northern California Coast Ranges, USA)"
346,National Science Foundation,https://www.nsf.gov/,0624342,,05427d3832784912b53a1fd209f7697f,Sapflux and transpiration of trees in greater Los Angeles area
347,National Science Foundation,,1336725,CBET Environmental Sustainability Program,0f4efd1cedb64a5a9fa90cf1f248e22f,Regional landslide hazard using Landlab - NOCA Observatory BROKEN
348,National Science Foundation,https://www.nsf.gov/awardsearch/showAward?AWD_ID=1148453,ACI-1148453 and 1148090,Collaborative Research: SI2-SSI: An Interactive Software Infrastructure for Sustaining Collaborative Community Innovation in the Hydrologic Sciences,e7f50213d4004551a6e58529b9341156,HydroShare: A Platform for Collaborative Data and Model Sharing in Hydrology
349,University of California Natural Reserve System,,,Mildred E. Mathias Graduate Student Research Grant,7881821a5c0e4ae3822b96a59f4bf8b6,"Exploratory Tree Survey (2016 - Eel River Critical Zone Observatory - Sagehorn - Central Belt Melange, Franciscan Complex, Northern California Coast Ranges, USA)"
350,Environmental Protection Agency,https://www.epa.gov/,RD-83336401-0,EPA Star,05427d3832784912b53a1fd209f7697f,Sapflux and transpiration of trees in greater Los Angeles area
351,Joint Fire Sciences,,,,bc440f22c8024acc947fbe5470b656cf,Illilouette Creek Basin Weather Station A
352,National Science Foundation,https://www.nsf.gov/awardsearch/showAward?AWD_ID=1639655,"ICER 1639655, 1639759, 1639696",EarthCube Building Blocks: Collaborative Proposal: GeoTrust: Improving Sharing and Reproducibility of Geoscience Applications,e7f50213d4004551a6e58529b9341156,HydroShare: A Platform for Collaborative Data and Model Sharing in Hydrology
353,National Science Foundation,https://www.nsf.gov/,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,159e3fd52a284ec3b32300c6a84df57d,Stream biofilm nutrient uptake incubation experiment
354,National Science Foundation,http://iutahepscor.org/,NSF Award Number 1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,d0a1188c32c340998d50c56f7a875ae4,JVWCD service area tap water isotope ratio
355,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,4a50d91322154c71b462f8bb0e1bc7ef,iUTAH GAMUT Network Raw Data at Provo River at Riverwoods Aquatic (PR_RW_A)
356,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,bad17a2dd7a549978315b28b0af23978,iUTAH GAMUT Network Raw Data at Soapstone Climate (PR_ST_C)
357,National Science Foundation,https://www.nsf.gov/awardsearch/showAward?AWD_ID=1148453,ACI 1148453 and ACI-1148090,Collaborative Research: SI2-SSI: An Interactive Software Infrastructure for Sustaining Collaborative Community Innovation in the Hydrologic Sciences ,6d730fb958f242278a5b079478de3a6b,Logan 10 m Terrain Analysis
358,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,b78304af040f41afaf2a5a3cd73eaa35,iUTAH GAMUT Network Raw Data at GIRF Storm Drain (RB_GIRF_SD)
359,NSF,,,,6e0cb2146c3e4f2f92ae8a74cb4f3bdd,Radiation controlled landscape evolution model
360,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,bbacb9a2c4fa45f490c72270ae17262f,iUTAH GAMUT Network Raw Data at Provo River at Charleston Advanced Aquatic (PR_CH_AA)
361,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,f9dd8e7cb7f84f7581d74397e331e0e2,"iUTAH GAMUT Network Raw Data at USGS Gage 10154200 Provo River near Woodland, UT (PR_WD_USGS)"
362,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,37c1bae533cb4ff4b75fbe110fb8a5a3,iUTAH GAMUT Network Raw Data at Provo River Below Jordanelle Reservoir Advanced Aquatic (PR_BJ_AA)
363,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,74dc57ed714e4cd3882edc16d50e197a,iUTAH GAMUT Network Raw Data at Knowlton Fork Climate (RB_KF_C)
364,National Science Foundation,,OAC 1450338,"Collaborative Research: SI2-SSI: Landlab: A Flexible, Open-Source Modeling Framework for Earth-Surface Dynamics",75693f1ca0b94d32821ff74d8833cdb0,drainage_density_class_notebook
365,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,d7c374eb7c4f4a129b6e6cc7e44fa2ad,iUTAH GAMUT Network Raw Data at Wilkins Repeater (LR_Wilkins_R)
366,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,7214c778959943f69405ca54a6851953,iUTAH GAMUT Network Raw Data at Blacksmith Fork above confluence with Logan River (BSF_CONF_BA)
367,CUAHSI,,,,609b1201e4ac47d89eff56317af07d12,Hydrologic research problem solving in HydroShare - Thunder Creek
368,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,c3ac533a5fe648abaa00473d9bbbf507,iUTAH GAMUT Network Raw Data at Dentistry Building Storm Drain (RB_Dent_SD)
369,National Science Foundation,,IIA-1208732,iUTAH - innovative Urban Transitions and Aridregion Hydro-sustainability,f75d6c798977457da436819c31a887d3,Measuring Aquatic Habitat to Support Environmental Modeling and Local Fisheries in Northern Utah
370,National Science Foundation,,,,609b1201e4ac47d89eff56317af07d12,Hydrologic research problem solving in HydroShare - Thunder Creek
371,NSF,,1331841,CZO: Luquillo Critical Zone Observatory,bd540b2b97e8428fb3b7c7ae4d2e704a,Extreme storms drive riverine particulate organic matter export from tropical mountians of estern Puerto Rico
372,National Science Foundation,,1336725,CBET Environmental Sustainability Program,4db368cc1a904b98954ed1a52823ed9c,Regional landslide hazard using Landlab - NOCA Observatory
373,Utah Water Research Laboratory,http://uwrl.usu.edu,,,be41963c348d401f94252fd25af00b45,"Dissolved Organic Matter Study in the Northwest Field Canal in Logan, UT"
374,National Science Foundation,https://www.nsf.gov/awardsearch/showAward?AWD_ID=1224638,1224638,Developing a Community Information Model and Supporting Software to Extend Interoperability of Sensor and Sample Based Earth Observations,51197a227f714f278b157750a542d73b,ODM2 IPython Notebook Examples
375,National Science Foundation,https://www.nsf.gov/,1351361,CAREER:Integrated Research & Education In Stochastic Systems-Based Watershed Management & Water Safety (SWMS),b4a3da16a65847e0839471caf75f139b,Structural Controllability Algorithms
376,National Science Foundation,https://www.nsf.gov/awardsearch/showAward?AWD_ID=1208732,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,be41963c348d401f94252fd25af00b45,"Dissolved Organic Matter Study in the Northwest Field Canal in Logan, UT"
377,National Science Foundation,https://www.nsf.gov/,"BCS 0948914, EAR 1204442, DEB 0919381",,02336186d9914d3f8ec1d1fa7085df23,Evapotranspiration of turfgrass lawns in greater Los Angeles area
378,National Science Foundation,,OAC 1450338,"Collaborative Research: SI2-SSI: Landlab: A Flexible, Open-Source Modeling Framework for Earth-Surface Dynamics",d9de6d8eda2d41d49e28ff8590682726,Landlab_classroom_notebooks
379,agency name,http://test.com,award number,award title,eb458371d4984306a463dc5574c512eb,ThunderCreek Data Integration - Beginner Notebook Results
380,California Energy Commission,http://www.energy.ca.gov/,PIR-080005,PIER Program,02336186d9914d3f8ec1d1fa7085df23,Evapotranspiration of turfgrass lawns in greater Los Angeles area
381,National Science Foundation,,1208732, iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,18c8969ecb32409b9cc216c0b882a0b8,Snowbedo Data and Modeling Scripts
382,"National Science Foudation,",,NSF Award Number 1208732, iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,1a7dc5d6b9fa4253bca442341eef500d,Estimation of soil water evaporation from isotope hydrology methods in an agricultural field
